sid,sname,date,punishment_amount,punishment_type,conductor,object
300510,金冠股份,2020-10-01,--,其他,深圳证券交易所,时任公司董事徐海涛
300510,金冠股份,2020-10-01,--,其他,深圳证券交易所,本公司
300511,雪榕生物,2018-10-24,51.0000万元,罚款，行政处罚,都江堰市环境保护局,公司子公司成都雪国高榕生物科技有限公司
300526,中潜股份,2020-07-27,--,其他,中国证券监督管理委员会广东监管局,公司董事长、实际控制人张顺，公司总经理仰智慧，时任董事会秘书明小燕，时任董事会秘书卓泽鹏，时任董事会秘书张继红，时任财务总监郭建兵
300526,中潜股份,2020-07-24,--,责令改正,中国证券监督管理委员会广东监管局,本公司
300526,中潜股份,2020-04-22,--,其他,中国证券监督管理委员会广东监管局,本公司，公司董事长张顺，公司总经理仰智慧，公司时任董事会秘书张继红
300528,幸福蓝海,2020-10-15,--,责令改正，其他,中国证券监督管理委员会江苏监管局,本公司，公司控股子公司重庆笛女阿瑞斯影视传媒有限公司前实际控制人、总经理傅晓阳
300530,达志科技,2021-04-13,--,其他,深圳证券交易所,本公司
300530,达志科技,2021-03-20,--,其他,中国证券监督管理委员会广东监管局,公司现任董事长XUHUANXIN，公司现任董事会秘书、财务负责人郑开颜，公司时任董事长、总经理蔡志华，公司时任董事会秘书蔡志斌，公司时任财务总监董世才，本公司
300531,优博讯,2017-10-12,--,责令改正,中国证券监督管理委员会深圳监管局,本公司
300535,达威股份,2019-01-30,3.3000万元,罚款，行政处罚,上海市金山区环境保护局,本公司全资子公司上海金狮化工有限公司
300535,达威股份,2018-09-26,--,其他,中国证券监督管理委员会四川监管局,公司股东吴冬梅，本公司
300537,广信材料,2019-01-10,--,通报批评,深圳证券交易所,吉林省现代农业和新兴产业投资基金有限公司
300540,深冷股份,2019-09-11,--,其他,中国证券监督管理委员会四川监管局,本公司
300548,博创科技,2019-07-24,--,其他,中国证券监督管理委员会浙江监管局,时任董事长、总经理朱伟，董事会秘书、财务总监郑志新，本公司
300549,优德精密,2019-08-29,3.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会江苏监管局,公司董事黄崇胜
300554,三超新材,2018-06-05,12.2400万元,罚款，责令改正，行政处罚,南京市江宁区环境保护局,本公司
300560,中富通,2021-01-08,--,通报批评,深圳证券交易所,公司原股东上海时空五星创业投资合伙企业(有限合伙)
300561,汇金科技,2021-03-02,--,其他,中国证券监督管理委员会广东监管局,本公司，公司董事长、总经理陈喆，公司董事会秘书孙玉玲
300567,精测电子,2020-04-27,--,通报批评,深圳证券交易所,公司股东西藏比邻医疗科技产业中心(有限合伙)
300567,精测电子,2019-12-20,--,其他,中国证券监督管理委员会湖北监管局,公司股东西藏比邻医疗科技产业中心(有限合伙)
300571,平治信息,2020-12-11,--,其他,深圳证券交易所,本公司
300571,平治信息,2020-12-11,--,其他,深圳证券交易所1,本公司
300571,平治信息,2020-12-03,--,其他,中国证券监督管理委员会浙江监管局,公司董事长兼总经理郭庆，公司财务总监殷筱华，公司董事会秘书潘爱斌
300571,平治信息,2018-11-13,--,其他,中国证券监督管理委员会浙江监管局,公司股东陈国才
300575,中旗股份,2020-06-11,35.0000万元,罚款，行政处罚,中华人民共和国淮安海关,公司子公司淮安国瑞化工有限公司
300575,中旗股份,2019-05-22,20.0000万元,罚款，责令改正，行政处罚,淮安市生态环境局,公司全资子公司淮安国瑞化工有限公司
300575,中旗股份,2018-11-01,49.3000万元,罚款，责令改正，行政处罚,南京市江北新区管理委员会环境保护与水务局,本公司
300581,晨曦航空,2019-03-15,--,其他,中国证券监督管理委员会陕西监管局,本公司，公司股东高文舍，董事长吴坚，董事会秘书张军妮
300583,赛托生物,2021-02-23,--,通报批评,深圳证券交易所,本公司，公司控股股东山东润鑫投资有限公司，公司控股股东原关联人菏泽润鑫热力有限公司，公司实际控制人、时任董事长兼总经理米超杰，公司财务总监李福文
300583,赛托生物,2020-11-06,--,其他,中国证券监督管理委员会山东监管局,本公司，公司时任董事长、总经理米超杰，公司时任董事会秘书兼财务总监李福文
300593,新雷能,2018-10-19,--,通报批评,深圳证券交易所,公司股东上海联芯投资管理合伙企业(有限合伙)
300598,诚迈科技,2018-08-21,--,公开谴责,深圳证券交易所,本公司
300598,诚迈科技,2018-07-06,--,责令整改,中国证券监督管理委员会江苏监管局,本公司股东宁波瑞峰财富股权投资合伙企业(有限合伙)
300599,雄塑科技,2019-08-02,11.0000万元,罚款，行政处罚,河南省延津县环境保护局,公司子公司河南雄塑实业有限公司
300599,雄塑科技,2018-07-13,14.5000万元,罚款，行政处罚,佛山市南海区环境保护局,本公司
300604,长川科技,2021-02-02,--,其他,中国证券监督管理委员会浙江监管局,公司控股股东、实际控制人赵轶
300608,思特奇,2021-04-15,--,其他,深圳证券交易所,本公司
300609,汇纳科技,2018-06-27,--,其他,中国证券监督管理委员会上海监管局,本公司
300611,美力科技,2020-08-07,--,其他,中国证券监督管理委员会浙江监管局,公司股东广州力鼎恒益投资有限合伙企业(有限合伙)
300613,富瀚微,2020-03-16,--,其他,中国证券监督管理委员会浙江监管局,公司副董事长龚虹嘉，海康威视总经理胡扬忠
300615,欣天科技,2019-04-18,--,责令改正,中国证券监督管理委员会深圳监管局,本公司
300624,万兴科技,2020-06-11,--,通报批评,深圳证券交易所,本公司股东张愚
300629,新劲刚,2020-01-21,--,其他,中国证券监督管理委员会广东监管局,董事、副总经理王振明
300632,光莆股份,2021-03-12,--,其他,中国证券监督管理委员会厦门监管局,公司独立董事彭万华
300632,光莆股份,2018-11-23,--,其他,中国证券监督管理委员会厦门监管局,本公司
300632,光莆股份,2014-09-02,6.0000万元,罚款，行政处罚,厦门市环境保护局翔安分局,公司子公司厦门爱谱生电子科技有限公司
300637,扬帆新材,2020-02-28,--,其他,中国证券监督管理委员会浙江监管局,本公司，董事会秘书樊相东
300637,扬帆新材,2019-06-24,8.5000万元,罚款，责令改正，行政处罚,绍兴市上虞区环境保护局,本公司
300644,南京聚隆,2020-07-24,--,其他,中国证券监督管理委员会江苏证监局,本公司
300644,南京聚隆,2020-07-24,--,通报批评,深圳证券交易所,本公司，董事长刘曙阳，总裁陆体超，董事会秘书罗玉清
300645,正元智慧,2021-01-04,--,其他,中国证券监督管理委员会浙江监管局,本公司，董事长、总经理陈坚，财务总监陈根清，董事会秘书周军辉
300654,世纪天鸿,2017-03-15,--,其他,全国中小企业股份转让系统有限责任公司,本公司，本公司董事长任志鸿，本公司董事会秘书张立杰
300657,弘信电子,2019-12-17,--,通报批评,深圳证券交易所,公司董事长李强
300658,延江股份,2021-03-19,--,其他,深圳证券交易所,本公司
300664,鹏鹞环保,2021-02-23,--,其他,中国证券监督管理委员会,本公司
300664,鹏鹞环保,2020-10-09,50.0000万元,罚款，责令改正，行政处罚,宿迁市生态环境局,公司控股子公司泗阳鹏鹞兴农环境科技有限公司
300664,鹏鹞环保,2018-12-24,121.0767万元,罚款，行政处罚,农安县环境保护局,公司孙公司吉林省鹏鹞生物科技有限公司
300664,鹏鹞环保,2018-09-26,80.0000万元,罚款，责令改正，行政处罚,景德镇市昌江区环境保护局,公司全资子公司景德镇大鹏水务有限公司
300666,江丰电子,2020-04-27,--,通报批评,深圳证券交易所,公司股东上海智鼎博能投资合伙企业(有限合伙)
300676,华大基因,2019-04-04,--,责令改正，其他,中国证券监督管理委员会深圳监管局,本公司
300679,电连技术,2019-11-12,69.0000万元,罚款，行政处罚,深圳市生态环境局光明管理局,公司子公司深圳市电连西田技术有限公司
300680,隆盛科技,2020-10-30,--,其他,中国证券监督管理委员会江苏监管局,公司股东薛祖兴，公司股东周菊秀
300693,盛弘股份,2020-12-17,5.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会北京监管局,公司独立董事张健
300699,光威复材,2020-05-20,--,其他,中国证券监督管理委员会山东监管局,公司股东北京中信投资中心(有限合伙)
300700,岱勒新材,2018-06-22,90.0000万元,罚款，行政处罚,长沙市环境保护局,本公司
300702,天宇股份,2019-11-19,--,其他,中国证券监督管理委员会浙江监管局,公司股东、高级管理人员李美君
300705,九典制药,2019-10-09,100.0000万元,罚款，行政处罚，其他,浏阳市环境保护局,本公司
300707,威唐工业,2021-03-16,--,其他,中国证券监督管理委员会江苏监管局,公司股东钱光红
300707,威唐工业,2020-02-07,--,其他,中国证券监督管理委员会江苏监管局,公司股东上海国弘开元投资中心(有限合伙)
300721,怡达股份,2015-10-28,8.0000万元,罚款，行政处罚,珠海市环境保护局,本公司
300731,科创新源,2021-04-14,40.0000万元,罚款，警告，责令改正，行政处罚,中国证券监督管理委员会广东监管局,公司原持股5%以上股东钟志辉
300731,科创新源,2019-04-09,--,通报批评,深圳证券交易所,公司股东苏州天利投资有限公司
600000,浦发银行,2019-10-14,130.0000万元,罚款，警告，行政处罚,中国银行保险监督管理委员会,本公司，公司时任董事长、行长，副行长
600000,浦发银行,2018-01-20,46175.0000万元,罚款，警告，行政处罚，其他,中国银行业监督管理委员会四川监管局,本公司成都分行
600005,武钢股份,2013-07-19,--,通报批评,上海证券交易所,董事、原总经理彭辰，原财务负责人吴杰，董事会秘书万毅
600006,东风汽车,2018-12-04,--,其他,中国证券监督管理委员会湖北监管局,本公司
600006,东风汽车,2017-02-07,--,行政处罚，责令整改，其他,中华人民共和国工业和信息化部,公司控股子公司郑州日产汽车有限公司
600006,东风汽车,2014-12-13,--,警告,中国证券监督管理委员会湖北监管局,本公司
600006,东风汽车,2013-11-22,--,通报批评,上海证券交易所,本公司，财务负责人危雯，董事会秘书张新峰
600009,上海机场,2016-07-14,8.0000万元,罚款，行政处罚,民航华东地区管理局,本公司
600009,上海机场,2014-08-12,--,责令改正,中国证券监督管理委员会上海监管局,上海机场(集团)有限公司
600010,包钢股份,2018-04-19,--,通报批评,上海证券交易所,本公司，时任董事长魏栓师，时任董事会秘书董林
600025,华能水电,2018-09-18,--,警告，通报批评，行政处罚,中国证券监督管理委员会云南监管局，深圳证券交易所,独立董事朱锦余
600028,中国石化,2014-01-13,--,警告，行政处罚，其他,中华人民共和国国务院,本公司，董事长傅成玉，副董事长王天普，总裁李春光，副总裁、安全总监王永健，监事、生产经营管理部主任俞仁明
600031,三一重工,2019-12-13,--,通报批评,上海证券交易所,公司副总裁李京京
600031,三一重工,2018-04-25,--,通报批评,上海证券交易所,时任公司副总裁谢志霞
600031,三一重工,2015-11-03,15.0000万元,罚款，行政处罚，责令整改,中国证券监督管理委员会,公司股东陈斌
600038,中直股份,2001-09-04,--,公开谴责,上海证券交易所,本公司
600039,四川路桥,2013-04-12,90.0000万元,罚款，警告,中国证券监督管理委员会,证券部副经理冯振民，四川宏达股份有限公司总会计师包维春，交银施罗德基金管理有限公司专户投资部投资经理吴春永
600048,保利地产,2014-10-10,--,其他,中国证券监督管理委员会,时任交银施罗德基金管理有限公司基金经理郑拓
600051,宁波联合,2017-11-09,--,责令改正,中国证券监督管理委员会宁波监管局,本公司
600052,浙江广厦,2015-08-18,--,责令改正,中国证券监督管理委员会浙江监管局,本公司
600053,九鼎投资,2021-01-30,10140.0000万元,罚款，警告，责令改正，行政处罚,中国证券监督管理委员会,公司间接控股股东同创九鼎投资管理集团股份有限公司，公司间接控股股东同创九鼎投资管理集团股份有限公司董事长、实际控制人、间接控股股东同创九鼎投资控股有限公司执行董事吴刚，公司间接控股股东同创九鼎投资管理集团股份有限公司董事、总经理黄晓捷，公司间接控股股东同创九鼎投资管理集团股份有限公司董事、副总经理覃正宇，公司间接控股股东同创九鼎投资管理集团股份有限公司董事、副总经理蔡蕾，公司间接控股股东同创九鼎投资管理集团股份有限公司董事、副总经理吴强，公司间接控股股东同创九鼎投资管理集团股份有限公司时任董事会秘书古志鹏，同创九鼎投资控股有限公司
600053,九鼎投资,2017-09-11,--,警告,中国证券监督管理委员会北京证监局，中国证券监督管理委员会西藏证监局，中国证券监督管理委员会江苏监管局,全资子公司昆吾九鼎投资管理有限公司，全资子公司西藏昆吾九鼎投资管理有限公司，全资子公司苏州昆吾九鼎投资管理有限公司
600054,黄山旅游,2013-09-25,3.0000万元,罚款,财政部驻安徽省财政监察专员办事处,本公司
600055,万东医疗,2018-12-17,--,公开谴责，其他,上海证券交易所,时任本公司董事长、实际控制人吴光明
600055,万东医疗,2018-08-04,2777.2900万元,罚款，警告，行政处罚，其他,中国证券监督管理委员会,公司实际控制人，董事长吴光明
600057,厦门象屿,2009-11-17,60.0000万元,行政处罚，罚款,中国证券监督管理委员会,夏新电子，苏振明、李晓忠、黄智辉，张丰年、苏端、朱以明，王建军、林国良、刘瑞林
600057,厦门象屿,2002-05-25,--,公开谴责,上海证券交易所,厦门厦新电子股份有限公司
600058,五矿发展,2018-08-21,--,通报批评,上海证券交易所,本公司，时任本公司董事会秘书王宏利
600058,五矿发展,2018-08-03,--,其他,中国证券监督管理委员会北京监管局,本公司
600058,五矿发展,2018-06-26,--,通报批评,上海证券交易所,本公司，时任公司财务总监陈辉，时任公司董事会秘书王宏利
600061,国投资本,2015-03-06,--,其他,中国证券监督管理委员会,本公司
600062,华润双鹤,2017-08-02,28.9500万元,罚款，责令改正，行政处罚,中华人民共和国国家发展和改革委员会,控股孙公司浙江新赛科药业有限公司
600066,宇通客车,2002-10-23,30.0000万元,行政处罚，罚款,中国证券监督管理委员会,郑州宇通客车股份有限公司，路法尧，汤玉祥、齐建钢，孟宪欣、李栋林、王克、吴项林、裴天义、王家军、魏延岭、张同春、鲁照贤
600069,退市银鸽,2020-08-26,--,公开谴责，通报批评，其他,上海证券交易所,本公司，本公司控股股东漯河银鸽实业集团有限公司，本公司实际控制人孟平，本公司时任公司董事长顾琦，本公司时任公司董事会秘书邢之恒，本公司控股股东漯河银鸽实业集团有限公司时任执行董事刘晓军，本公司控股股东漯河银鸽实业集团有限公司法人代表胡志芳，本公司时任董事孟灵魁，本公司时任董事王友贵，本公司时任董事罗金华，本公司时任董事封云飞，本公司时任独立董事刘汴生，本公司时任董事陶雄华，本公司时任董事赵海龙，本公司时任董事方福前，本公司时任监事杨向阳，本公司时任监事陈应楼，本公司时任副总经理董晖，本公司时任财务总监汪君
600069,退市银鸽,2020-05-11,--,通报批评,上海证券交易所,本公司，本公司时任董事长兼总经理顾琦，本公司时任财务总监汪君，本公司时任董事会秘书邢之恒，本公司时任独立董事兼审计委员会召集人赵海龙
600069,退市银鸽,2020-04-09,--,其他,中国证券监督管理委员会河南监管局,本公司，时任董事长顾琦，时任董事会秘书邢之恒
600069,退市银鸽,2020-02-10,--,通报批评,上海证券交易所,时任董事长、总经理顾琦，时任董事、副总经理罗金华，时任董事封云飞，时任董事、副总经理孟灵魁，时任副总经理董晖
600069,退市银鸽,2019-10-14,--,通报批评,上海证券交易所,本公司，公司董事长兼董事会秘书顾琦，公司董事会秘书邢之恒，公司董事会秘书罗金华
600069,退市银鸽,2013-08-13,--,责令改正,中国证券监督管理委员会河南监管局,本公司
600069,退市银鸽,2004-08-05,40.0000万元,行政处罚，罚款,中国证券监督管理委员会,河南银鸽实业投资股份有限公司，韩国忠，王也难，颜秀英，周家银，周正国，李兴中，赵磊，张松枝，王长河，王俊峰，张帆，程志伟，周文普
600069,退市银鸽,2002-01-17,--,公开谴责,上海证券交易所,河南银鸽实业投资股份有限公司，韩国忠、王也难、颜秀英、周家银、张帆、李兴中、周正国、谢宁、李浩杰、李友、黄悦、冯七评、周家银、张帆、李兴中、周正国
600070,浙江富润,2017-04-13,--,警告,中国证券监督管理委员会浙江监管局,本公司，公司股东江有归
600071,凤凰光学,2015-08-07,--,责令整改,中国证券监督管理委员会江西监管局,本公司
600073,上海梅林,2017-10-24,--,警告,中国证券监督管理委员会上海监管局,本公司
600074,退市保千,2020-03-20,320.0000万元,罚款，警告，责令改正，行政处罚，其他,中国证券监督管理委员会,本公司，时为公司实际控制人、董事长庄敏，时任公司董事、总裁鹿鹏，时任公司董事、财务总监何年丰，时任公司董事、副总裁、董事会秘书周皓琳，时任公司董事、副总裁陈杨辉，时任公司董事丁立红，时任公司董事张乾峰，时任公司独立董事黄焱，时任公司独立董事周少强，时任公司独立董事曹亦为，时任公司独立董事周含军，时任公司常务副总裁蒋建平，时任公司常务副总裁陈献文，时任公司总裁助理陈德银，时任公司副总裁、总工程师龙刚，时任公司副总裁林宋伟，时任公司副总裁李小虎，时任公司副总裁李翊，时任公司副总裁童爱平，时任公司副总裁王务云，时任公司监事会主席梁国华，时任公司职工监事颜佳德，时任公司监事林新阳
600074,退市保千,2019-09-20,--,通报批评,上海证券交易所,重大资产重组财务顾问项目主办人吕灿林，重大资产重组财务顾问项目主办人辛博坤
600074,退市保千,2019-08-07,--,公开谴责,上海证券交易所,银信资产评估有限公司，时任银信资产评估有限公司法定代表人、首席评估师梅惠民，时任银信资产评估有限公司注册评估师李琦，时任银信资产评估有限公司注册评估师龚沈璐
600074,退市保千,2018-12-28,--,公开谴责，其他,上海证券交易所,本公司，公司控股股东、实际控制人兼时任董事长庄敏，公司股东蒋俊杰，蒋俊杰，陈海昌，深圳日昇创沅资产管理有限公司，时任公司董事兼总裁鹿鹏，时任公司董事会秘书兼副总裁周皓琳，时任公司董事兼财务总监何年丰，时任公司董事丁立红，时任公司董事兼副总裁陈杨辉，时任公司独立董事黄焱，曹亦为，周含军，时任公司监事梁国华，颜佳德，林新阳，时任公司副总裁蒋建平，陈献文，李小虎，李翊，龙刚，林宋伟，童爱平，王务云，时任公司总裁助理陈德银
600074,退市保千,2018-06-30,--,责令改正,中国证券监督管理委员会江苏监管局,本公司关联方庄敏，深圳日昇创沅资产管理有限公司，陈海昌，庄明，蒋俊杰
600074,退市保千,2018-05-16,--,警告,中国证券监督管理委员会江苏监管局,本公司
600074,退市保千,2018-01-03,--,公开谴责，通报批评,上海证券交易所,本公司，庄敏，陈海昌，庄明，蒋俊杰，时任公司董事长童爱平，时任公司董事王务云，时任公司董事王培琴，时任公司董事兼董事会秘书林硕奇，时任公司独立董事茅建华，时任公司独立董事费滨海，时任公司独立董事沙智慧
600074,退市保千,2017-11-25,--,责令改正,中国证券监督管理委员会江苏监管局,本公司
600074,退市保千,2017-08-12,235.0000万元,罚款，警告，责令改正，行政处罚,中国证券监督管理委员会,本公司，时任保千里电子董事长庄敏，保千里电子股东陈海昌，保千里电子股东庄明，保千里电子股东蒋俊杰，时任中达股份第六届董事会董事长童爱平，时任中达股份第六届董事会董事王务云，时任中达股份第六届董事会董事林硕奇，时任中达股份第六届董事会董事王培琴，时任中达股份第六届董事会独立董事茅建华，时任中达股份第六届董事会独立董事费滨海，时任中达股份第六届董事会独立董事沙智慧
600076,康欣新材,2015-12-23,--,公开谴责,上海证券交易所,本公司，时任公司董事长周燕军，时任公司副董事长侯琦，时任公司董事、总经理任松国，时任公司董事、副总经理、财务总监张永森，时任公司董事刘永进，时任公司董事于明，时任公司董事会秘书、副总经理刘世祯，时任公司独立董事钱明杰，时任公司独立董事王龙彪，时任公司独立董事路志鸿，时任公司监事郭瑜，时任公司监事陈梁
600076,康欣新材,2015-04-21,295.0000万元,罚款，警告，市场禁入，责令改正，行政处罚,中国证券监督管理委员会,本公司，公司时任董事长周燕军，副董事长侯琦，董事刘永进、于明、任松国、张永森，监事会召集人张永利，董事会秘书刘世祯，独立董事王龙彪、路志鸿、钱明杰，监事郭瑜、陈梁，青鸟软件时任董事长许振东，北大青鸟时任董事徐祗祥
600076,康欣新材,2015-04-08,295.0000万元,罚款，警告，责令改正,中国证券监督管理委员会,本公司，时任青鸟华光董事长、法定代表人周燕军，时任青鸟软件董事长、北大青鸟董事，时任青鸟软件董事、北大青鸟董事徐祗祥，时任青鸟华光副董事长侯琦，时任青鸟华光董事刘永进，时任青鸟华光董事于明，时任青鸟华光董事、总经理任松国，时任青鸟华光董事、财务总监张永森，时任青鸟华光董事会秘书刘世祯，时任青鸟华光独立董事王龙彪，时任青鸟华光独立董事钱明杰，时任青鸟华光独立董事路志鸿，时任青鸟华光监事陈梁，时任青鸟华光监事郭瑜
600076,康欣新材,2015-01-07,295.0000万元,罚款，警告，市场禁入，责令改正，行政处罚,中国证券监督管理委员会,本公司，公司控股股东之时任董事长许振东，公司控股股东之时任董事徐祗祥，公司时任董事长周燕军，公司时任副董事长侯琦，公司时任董事刘永进、于明、任松国、张永森，公司时任独立董事王龙彪、路志鸿、钱明杰，公司时任监事会召集人张永利，公司时任监事郭瑜、陈梁，公司时任董事会秘书刘世祯
600076,康欣新材,2013-08-17,--,责令改正,中国证券监督管理委员会山东监管局,本公司
600076,康欣新材,2012-11-27,3.9000万元,罚款，行政处罚,中国证券监督管理委员会,公司股东崔建胜
600076,康欣新材,2005-06-16,--,公开谴责,上海证券交易所,潍坊北大青鸟华光科技股份有限公司，周燕军、刘永进、徐祗祥、侯琦、任松国、张永森
600077,宋都股份,2013-07-13,85.0000万元,罚款，警告，市场禁入,中国证券监督管理委员会,副董事长兼董事兼总经理潘广超，董事长兼董事兼总经理周立明，董事潘孝莲，总会计师兼财务总监兼副总经理张凯，董事长刘树元，总会计师兼副总经理孙文合，独立董事冯巧根
600077,宋都股份,2011-04-06,--,公开谴责,上海证券交易所,前董事长周立明、前董事潘广超、潘孝莲、王长林、王继维、贾宝荣、前独立董事吴茂清、肖连章、前主管会计张凯
600078,澄星股份,2019-12-31,--,公开谴责，通报批评,上海证券交易所,本公司，公司控股股东江阴澄星实业集团有限公司，公司实际控制人、时任董事长李兴，公司时任副董事长、总经理傅本度，时任董事、财务总监周忠明，时任财务总监华平，时任董事会秘书夏正华等
600078,澄星股份,2019-02-14,215.0000万元,罚款，警告，市场禁入，责令改正，行政处罚,中国证券监督管理委员会,本公司，时任董事长李兴，时任董事、财务总监周忠明，时任副董事长总经理傅本度，时任董事会秘书夏正华，时任财务总监华平，时任董事李岐霞，时任董事、副总经理钱文贤，时任董事、副总经理赵俊丰，时任独立董事卢青，时任独立董事沈晓军，时任独立董事马丽英，时任副董事长陆宏伟，时任董事、副总经理钱钧，时任独立董事王国尧，时任独立董事沈国泉，时任独立董事王荣朝，时任监事会主席刘伟东，时任监事江新华，时任监事江国林，时任副总经理黄晓鸣
600079,人福医药,2018-11-27,--,责令改正,鄂州市环境保护局,公司控股子公司湖北葛店人福药业有限责任公司
600080,ST金花,2020-12-31,--,通报批评,上海证券交易所,本公司，公司控股股东金花投资控股集团有限公司，公司时任董事长暨实际控制人吴一坚，公司时任董事兼总经理张梅，公司时任财务总监侯亦文，公司时任监事葛秀丽
600080,ST金花,2020-08-06,68.0000万元,罚款，警告，责令改正，行政处罚,中国证券监督管理委员会陕西监管局,本公司，时任董事长兼法定代表人、金花投资控股集团有限公司董事长兼法定代表人吴一坚，时任总经理张梅，时任财务总监侯亦文
600080,ST金花,2020-08-06,--,其他,中国证券监督管理委员会陕西监管局,本公司，公司时任董事长吴一坚，公司总经理张梅，公司董事会秘书孙明
600080,ST金花,2013-09-18,--,警告,中国证券监督管理委员会,公司股东何海潮，公司股东梁瑞芝
600083,*ST博信,2020-09-25,--,公开谴责，通报批评,上海证券交易所,本公司，公司时任总经理吕志虎，公司时任总经理刘晖，公司时任财务总监姜邵阳，公司时任董事会秘书陈苑，公司时任财务总监董颖，公司时任独立董事兼审计委员会召集人刘微芳
600083,*ST博信,2020-02-13,--,其他,中国证券监督管理委员会江苏监管局,本公司，实际控制人、时任董事长罗静
600083,*ST博信,2016-08-10,--,警告,中国证券监督管理委员会广东监管局,本公司，公司董事长朱凤廉，董事兼董事会秘书禤振生
600083,*ST博信,1998-11-20,100.0000万元,行政处罚，罚款,中国证券监督管理委员会,成都红光实业股份有限公司，何行毅、焉占翠，陈哨兵，王志坚等12名红光公司董事，中兴信托投资有限责任公司，中兴发企业托管有限公司，振永、李峻，吴书骏、吴子维、傅文成，，成都蜀都会计师事务所，汪应钦、张秀花，成都资产评估事务所，四川省经济律师事务所，寇孟良、刘安颖，北京市国方律师事务所，丛培国、冯方，国泰证券有限公司，成都证券公司
600084,ST中葡,2019-11-05,--,通报批评,上海证券交易所,公司股东中信国安投资有限公司
600084,ST中葡,2003-08-20,--,公开谴责,上海证券交易所,新天国际经贸股份有限公司
600085,同仁堂,2019-02-12,1408.8266万元,罚款，行政处罚，其他,江苏省盐城市滨海县市场监督管理局，北京市大兴区食品药品监督管理局,子公司北京同仁堂蜂业有限公司
600086,退市金钰,2021-03-17,--,通报批评,上海证券交易所,本公司，时任公司董事长、董事会秘书赵宁，时任公司董事长、总裁张文风，时任公司财务总监、董事会秘书宋孝刚，时任公司董事会秘书赵琳迪
600086,退市金钰,2020-12-22,160.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会湖北监管局,公司控股股东云南兴龙实业有限公司，公司控股股东云南兴龙实业有限公司法定代表人、董事长赵宁，中国蓝田总公司，中国蓝田总公司时任常务副总经理汤喆
600086,退市金钰,2020-12-07,--,公开谴责，通报批评，其他,上海证券交易所,本公司，公司实际控制人暨时任董事长兼总裁赵宁，公司时任副总裁杨媛媛，公司时任副总裁曹霞，公司时任副总裁尹梦葶，公司时任副总裁高国旭，公司时任董事兼财务总监宋孝刚，公司时任独立董事张兆国，公司时任独立董事万安娃，公司时任董事刘福民，公司时任副总裁彭卓义，公司时任副总裁王志昊，公司时任副总裁雷军，公司时任副总裁姜平，公司时任董事会秘书刘雅清，公司时任总裁张文风，公司时任监事李春江，公司时任监事周凡鹭，公司时任监事陈香兰，公司时任监事孙敦标
600086,退市金钰,2020-12-05,--,责令改正,中国证券监督管理委员会湖北监管局,本公司
600086,退市金钰,2020-09-16,237.0000万元,罚款，警告，市场禁入，责令改正，行政处罚,中国证券监督管理委员会,本公司，公司时任董事长赵宁，公司时任董事兼财务总监宋孝刚，公司时任董事刘福民，公司时任独立董事张兆国，公司时任独立董事万安娃，公司时任监事李春江，公司时任监事陈香兰，公司时任监事孙敦标，公司时任监事周凡鹭，公司时任总经理张文风，公司时任副总经理杨媛媛，公司时任副总经理曹霞，公司时任副总经理尹梦葶，公司时任副总经理高国旭，公司时任副总经理彭卓义，公司时任副总经理雷军，公司时任副总经理姜平，公司时任董事会秘书刘雅清，公司时任副总经理王志昊
600086,退市金钰,2020-03-04,--,公开谴责，通报批评，其他,上海证券交易所,本公司，公司股东云南兴龙实业有限公司，实际控制人暨时任董事长兼董事会秘书赵宁，收购人中国蓝田总公司，收购人中国蓝田总公司负责人汤喆，时任董事兼财务总监宋孝刚，时任董事刘福民，时任独立董事万安娃，时任独立董事张兆国
600086,退市金钰,2019-05-24,--,其他,中国证券监督管理委员会湖北监管局,中国蓝田总公司，汤喆，实际控制人赵宁，控股股东云南兴龙实业有限公司
600086,退市金钰,2018-08-22,--,其他,中国证券监督管理委员会湖北监管局,本公司，公司董事长赵宁
600086,退市金钰,2018-05-10,--,通报批评,上海证券交易所,本公司，本公司董事长兼总裁赵宁
600086,退市金钰,2018-05-10,--,通报批评,上海证券交易所,本公司，时任本公司董事长兼总裁赵宁
600086,退市金钰,2005-06-09,--,公开谴责,上海证券交易所,湖北多佳股份有限公司，田西平、董事刘福民、王太川、王来柱、王道华、余水、涂丽娟、倪新华、杨腊保，贺方灿、王先进、刘栋林、吴洁卉、周亚平、姚绍山、李林、唐凡、纵勇予
600087,退市长油,2014-12-31,--,警告,中国证券监督管理委员会江苏监管局,本公司
600090,*ST济堂,2004-07-03,60.0000万元,行政处罚，罚款,中国证券监督管理委员会,新疆啤酒花股份有限公司，艾克拉木·艾沙由夫，单奇、舒群、成挚、张丹、姚荣江
600093,易见股份,2020-11-18,--,其他,中国证券监督管理委员会四川监管局,本公司
600093,易见股份,2015-01-29,--,责令改正,中国证券监督管理委员会四川监管局,本公司
600093,易见股份,2014-05-05,--,通报批评,上海证券交易所,本公司股东云南兰茂投资管理有限公司
